"FilerEIN","FilerName1","TitleTxt","PersonNm","salutation","suffix","first_name","last_name","PRE","POST","FormYr","N","complete.panel","TOTCOMP","gender","TYPE","BASELINE.MALE","BASELINE.FEMALE","GEN.CHANGE","pre","post","male","GENDER.PRE","GENDER.POST","pre.male","post.male","NTEE1","HEALTH","EDU","HOSP","UNIV","TOTEMPLOYEE","TOTVOLUNTEERS","TOTNETASSETSBEGYEAR","TOTNETASSETSENDYEAR","TOTLIABNABEGYEAR","TOTLIABNAENDYEAR","CONTRIBPRIOR","CONTRIBCURRENT","GROSSRECEIPTS","TOTFUNDEXP","PSRPRIOR","PSRCURRENT","TOTALREVCURRENT","TOTALREVPRIOR","INVINCCURRENT","INVINCPRIOR","SALARIESPRIOR","SALARIESCURRENT","TOTALEXPPRIOR","TOTALEXPCURRENT","REVLESSEXPPRIOR","REVLESSEXPCURRENT","TOTALASSETSBEGYEAR","TOTALASSETSENDYEAR","TOTALLIABBEGYEAR","TOTALLIABENDYEAR","NETASSETSBEGYEAR","NETASSETSENDYEAR","CASHBEGYEAR","CASHENDYEAR","SAVINVBEGYEAR","SAVINVENDYEAR","TOTALPROGSERVEXP","Trustee","TRUST","AvgHrs","RptCmpOrg","RptCmpRltd","OtherComp","totalComp","FISYR","inf.factor"
"382302164","WOMEN'S RESOURCE CENTER OF NORTHERN","EXECUTIVE DI","JAN MANCINELLI","","","JAN","MANCINELLI","PRE","",2013,1,TRUE,114004,"F","F-F",0,1,0,1,0,0,"F","F",0,0,"P",0,0,0,0,"80","155","3864700","3993905","4046864","4185363","1599035","1642178","3071492","6368","969721","975708","2665302","2578911","51678","20307","1920605","1995486","2487265","2545629","91646","119673","4046864","4185363","182164","191458","3864700","3993905","478646","530281","0","66073","2281853",0,0,40,106946,0,0,106946,"2013",1.066
"382302164","Womens Resource Center of Northern","Executive Dir.","Gail Kloss","","","GAIL","KLOSS","","POST",2015,1,TRUE,84105,"F","F-F",0,1,0,0,1,0,"F","F",0,0,"P",0,0,0,0,"72","184","3918906","4132200","4086918","4297698","1628428","2040571","3315954","8819","849217","890717","2951417","2495016","7720","26066","1946024","1930094","2514950","2822546","-19934","128871","4086918","4297698","168012","165498","3918906","4132200","488761","808","40964","581905","2632766",0,0,40,81261,0,0,81261,"2015",1.035
"382319248","COMMUNITY ADMINISTRATIVE SERVICES INC","PRESIDENT","DONNA KIMBER","","","DONNA","KIMBER","PRE","",2011,1,TRUE,142113,"F","F-M",0,1,1,1,0,0,"F","M",0,0,"P",0,0,0,0,"103",NA,"810980","873488","865786","970201","0","100","1991953","0","1801687","1991549","1991953","1802164","304","477","1421676","1456888","1831069","1864285","-28905","127668","865786","970201","54806","96713","810980","873488","121178","165212","82564","146427","1656893",0,0,70,97000,0,30000,127000,"2011",1.119
"382319248","COMMUNITY ADMINISTRATIVE SERVICES INC","President","Marvin Greenes","","","MARVIN","GREENES","","POST",2013,1,TRUE,79924,"M","F-M",0,1,1,0,1,1,"F","M",0,1,"P",0,0,0,0,"102",NA,"931180","566889","1100543","702932","0","0","2019661","0","1909377","1945373","2019661","1953500","6","44123","1419549","1409770","1873876","2383952","79624","-364291","1100543","702932","169363","136043","931180","566889","418978","398198","302204","0","1720399",0,0,30,60000,0,14976,74976,"2013",1.066
"382327011","LAKE SUPERIOR HOSPICE ASSOCIATION","CHIEF EXECUTIVE OFFICER","KAYLA WEST","","","KAYLA","WEST","PRE","",2011,1,TRUE,52105,"F","F-F",0,1,0,1,0,0,"F","F",0,0,"P",0,0,0,0,"35","40","758253","868336","1263923","1426315","27962","47824","1931836","1218","1844897","1854089","1897344","1865259","6843","2839","975265","995933","1893483","1784309","-28224","113035","1263923","1426315","505670","557979","758253","868336","156802","23437","83116","324746","1434313",0,0,40,46564,0,0,46564,"2011",1.119
"382327011","LAKE SUPERIOR HOSPICE ASSOCIATION","CHIEF EXECUTIVE OFFICER","CAROL CARR","","","CAROL","CARR","","POST",2013,1,TRUE,61380,"F","F-F",0,1,0,0,1,0,"F","F",0,0,"P",0,0,0,0,"39","79","773780","350090","1297424","897753","42501","74472","1534622","58970","1869795","1309002","1386669","1914442","1070","8041","1271053","1150770","2176088","1810359","-261646","-423690","1297424","897753","523644","547663","773780","350090","96861","0","70305","34948","1389721",0,0,20,42188,0,15392,57580,"2013",1.066
"382337000","DELTA DENTAL FUND DBA DELTA DENTAL FOUNDATION","PRESIDENT AND CEO","THOMAS J FLESZAR DDS MS","DDS_MS","","THOMAS","FLESZAR","PRE","",2011,1,TRUE,2260107,"M","M-F",1,0,1,1,0,1,"M","F",1,0,"T",0,0,0,0,"0","0","28896995","37127722","28967302","37489864","1000000","10006453","18461369","0","102646","0","10926886","2024568","920433","921922","35000","27324","804852","1514443","1219716","9412443","28967302","37489864","70307","362142","28896995","37127722","133330","1208074","1482486","10549287","1282652",0,0,1,0,1995049,24707,2019756,"2011",1.119
"382337000","DELTA DENTAL FUND DBA DELTA DENTAL FOUNDATION","PRESIDENT AND CEO","LAURA L CZELADA CPA","CPA","","LAURA","CZELADA","","POST",2013,1,TRUE,4156918,"F","M-F",1,0,1,0,1,0,"M","F",0,0,"T",0,0,0,0,"0","0","41757516","53082943","41977287","53614047","2008460","6000729","16843297","0","0","0","8250697","2920382","2249968","911922","37700","39500","1421765","2397298","1498617","5853399","41977287","53614047","219771","531104","41757516","53082943","1067519","7581727","3508536","1192223","2060500",0,0,1,0,1770139,2129409,3899548,"2013",1.066
"382357475","BRAIN INJURY ASSOCIATION OF MICHIGAN","PRESIDENT","MICHAEL F DABBS","","","MICHAEL","DABBS","PRE","",2015,1,TRUE,79937,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"G",0,0,0,0,"12","175","279536","270079","342287","346492","276216","273161","1186553","147736","498591","482038","968941","989057","11258","10839","553611","461211","1066325","964588","-77268","4353","342287","346492","62751","76413","279536","270079","27392","23366","18375","22959","685988",0,0,40,77234,0,0,77234,"2015",1.035
"382357475","BRAIN INJURY ASSOCIATION OF","PRESIDENT AN","THOMAS CONSTAND","","","THOMAS","CONSTAND","","POST",2017,1,TRUE,84886,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"G",0,0,0,0,"12","175","309904","300145","365564","364769","286383","276414","1282319","110250","545224","489448","1036725","1073565","9698","6430","512868","539789","1033424","1069010","40141","-32285","365564","364769","55660","64624","309904","300145","38650","36569","21303","22350","841230",0,0,40,83140,0,0,83140,"2017",1.021
"382376475","NORTHWESTERN MICHIGAN COLLEGE FOUNDATION","EXECUTIVE DIRECTOR","KATHLEEN GUY","","","KATHLEEN","GUY","PRE","",2010,1,TRUE,182228,"F","F-F",0,1,0,1,0,0,"F","F",0,0,"B",0,1,0,0,"0","627","24512371","29279465","24971791","29885179","1656783","1277975","4675962","130596","0","0","4545347","2003083","3141958","209162","0","0","2161271","1775353","-158188","2769994","24971791","29885179","459420","605714","24512371","29279465","0","0","1134595","451927","1487721",0,0,3,0,118307,42246,160553,"2010",1.135
"382376475","NORTHWESTERN MICHIGAN COLLEGE FOUNDATION","EXECUTIVE DIRECTOR","REBECCA TEAHEN","","","REBECCA","TEAHEN","","POST",2012,1,TRUE,141111,"F","F-F",0,1,0,0,1,0,"F","F",0,0,"B",0,1,0,0,"0","379","29036530","31562384","29556269","32411566","1281535","1839602","19563865","302326","0","0","3267667","1747654","1337661","400351","0","0","1797759","2452424","-50105","815243","29556269","32411566","519739","849182","29036530","31562384","0","0","571788","1326555","1961427",0,0,30,0,90851,38966,129817,"2012",1.087
"382410852","KETTERING UNIVERSITY","President","Stanley R Liberty","","","STANLEY","LIBERTY","PRE","",2010,1,TRUE,516065,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"B",0,1,0,0,"1091","600","122815483","132623535","154352360","163092732","8715222","7498854","63141338","1100793","45896946","41116367","53977545","58601926","3466712","2771969","34130543","31477617","57153104","53940415","1448822","37130","154352360","163092732","31536877","30469197","122815483","132623535","0","0","8844701","12822934","47645452",0,0,55,367519,0,87164,454683,"2010",1.135
"382410852","KETTERING UNIVERSITY","President","Robert K McMahan","","","ROBERT","MCMAHAN","","POST",2012,1,TRUE,477083,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"B",0,1,0,0,"1012","500","127568738","138094734","156485114","166916041","6340398","7994269","76477199","1651449","41026222","46310556","60900338","51757043","5727752","2330493","31028361","32038787","53400485","54155125","-1643442","6745213","156485114","166916041","28916376","28821307","127568738","138094734","0","0","9318776","14599077","47548278",0,0,70,347998,0,90901,438899,"2012",1.087
"382416086","HOSPICE AT HOME INC","PRESIDENT AN","LINDA BEUSHAUSEN","","","LINDA","BEUSHAUSEN","PRE","",2014,1,TRUE,185482,"F","F-F",0,1,0,1,0,0,"F","F",0,0,"P",0,0,0,0,"208","333","6427409","6865956","13085714","13284541","2280224","527026","15477843","201162","11326631","14604929","15319982","13747387","7189","11371","8542264","10029755","12347042","15023780","1400345","296202","13085714","13284541","6658305","6418585","6427409","6865956","1917488","2712407","108028","108186","13281084",0,0,60,0,165973,10508,176481,"2014",1.051
"382416086","HOSPICE AT HOME INC","PRESIDENT AND CEO","MELINDA GRAHAM-GRUBER","","","MELINDA","GRAHAM-GRUBER","","POST",2016,1,TRUE,145950,"F","F-F",0,1,0,0,1,0,"F","F",0,0,"P",0,0,0,0,"229","349","7237820","7128294","13393335","13074552","938434","737626","16465869","171416","15358023","15340695","16293732","16668777","4082","121342","11617193","11507906","16542843","16306529","125934","-12797","13393335","13074552","6155515","5946258","7237820","7128294","2861626","3500715","108759","109096","12504332",0,0,25,125505,0,15646,141151,"2016",1.034
"382425199","TEACHING FAMILY HOMES","CEO","CHRISTINE MYERS","","","CHRISTINE","MYERS","PRE","",2011,1,TRUE,103946,"F","F-F",0,1,0,1,0,0,"F","F",0,0,"P",0,0,0,0,"136","151","188035","164019","3565617","3535892","116657","157688","3735021","0","3628687","3577333","3735021","3791786","0","46442","2273783","2325919","3737204","3759037","54582","-24016","3565617","3535892","3377582","3371873","188035","164019","191348","74303","58679","81242","3503042",0,0,40,84447,0,8445,92892,"2011",1.119
"382425199","TEACHING FAMILY HOMES","CEO","CATHLEEN ENRIGHT","","","CATHLEEN","ENRIGHT","","POST",2013,1,TRUE,88185,"F","F-F",0,1,0,0,1,0,"F","F",0,0,"P",0,0,0,0,"127","42","166474","753","3506455","3261233","156760","323667","4045906","0","4055172","3722239","4045906","4211932","0","0","2701723","2675047","4209477","4211627","2455","-165721","3506455","3261233","3339981","3260480","166474","753","306754","101594","98518","114796","3991476",0,0,40,78786,0,3939,82725,"2013",1.066
"382433720","DETROIT ECONOMIC GROWTH ASSOCIATION","PRESIDENT AND C.E.O.","GEORGE W JACKSON JR","","JR","GEORGE","JACKSON","PRE","",2013,1,TRUE,506982,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"S",0,0,0,0,"0","0","5952798","5801928","6286369","6378099","7602568","6397079","6431307","30375","0","0","6431307","7636759","34228","34191","0","0","5735924","6582177","1900835","-150870","6286369","6378099","333571","576171","5952798","5801928","367457","213386","5165710","5759939","6551802",0,0,1,0,441360,34233,475593,"2013",1.066
"382433720","DETROIT ECONOMIC GROWTH ASSOCIATION","PRESIDENT AND C.E.O.","RODRICK MILLER","","","RODRICK","MILLER","","POST",2015,1,TRUE,345100,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"S",0,0,0,0,"0","0","5491818","5266799","6009980","5547323","5692041","5473224","5606766","0","0","20475","5247707","5721489","-251497","29448","0","0","6031599","5472726","-310110","-225019","6009980","5547323","518162","280524","5491818","5266799","251297","376371","4490412","4018828","5472726",0,0,1,0,289576,43854,333430,"2015",1.035
"382434184","DAVENPORT UNIVERSITY FOUNDATION","PRESIDENT","RICHARD PAPPAS","","","RICHARD","PAPPAS","PRE","",2013,1,TRUE,753833,"M","M-F",1,0,1,1,0,1,"M","F",1,0,"B",0,1,0,0,"0","14","22178937","25387578","22322542","25788275","1053202","2304616","14656603","0","0","0","3796062","2415325","1630707","1491411","0","0","1017433","2174452","1397892","1621610","22322542","25788275","143605","400697","22178937","25387578","23657","64936","857785","650373","2174452",0,0,1,0,609137,98023,707160,"2013",1.066
"382434184","DAVENPORT UNIVERSITY FOUNDATION","EXECUTIVE DIRECTOR/SECRETARY","PEG LUY","","","PEG","LUY","","POST",2015,1,TRUE,315888,"F","M-F",1,0,1,0,1,0,"M","F",0,0,"B",0,1,0,0,"0","15","29390021","28923992","29559782","29170149","5996004","1273859","23611680","0","0","0","1854432","7826911","715041","2009009","0","0","2502679","1418156","5324232","436276","29559782","29170149","169761","246157","29390021","28923992","145251","115736","755787","889841","1418156",0,0,1,0,243697,61509,305206,"2015",1.035
"382445948","FOOD BANK OF SOUTH CENTRAL MICHIGAN","EXEC. DIR.","KEITH WILLIAMSON","","","KEITH","WILLIAMSON","PRE","",2015,1,TRUE,75236,"M","M-F",1,0,1,1,0,1,"M","F",1,0,"K",0,0,0,0,"39","2936","5397141","4924896","5931722","5571701","15545982","14248756","15284388","15608","1170867","953128","15222230","16750659","28809","44531","1213010","1135683","16741561","15644436","9098","-422206","5931722","5571701","534581","646805","5397141","4924896","439217","300074","1467652","1597578","15350335",0,0,40,72692,0,0,72692,"2015",1.035
"382445948","FOOD BANK OF SOUTH CENTRAL MICHIGAN","EXECUTIVE DI","PATTY PARKER","","","PATTY","PARKER","","POST",2017,1,TRUE,114520,"F","M-F",1,0,1,0,1,0,"M","F",0,0,"K",0,0,0,0,"36","2400","5095423","4795618","5751243","5481092","16043280","13647844","14606688","154054","904288","849004","14591545","16997545","101181","56151","1249958","1269537","16876732","14989977","120813","-398432","5751243","5481092","655820","685474","5095423","4795618","272386","243226","1747537","1816286","14529681",0,0,40,96154,0,16011,112165,"2017",1.021
"382457009","MICHIGAN STATE YOUTH SOCCER ASSOC","EXECUTIVE DI","THOMAS FRISBIE","","","THOMAS","FRISBIE","PRE","",2009,1,TRUE,72902,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"N",0,0,0,0,"8","50","1459824","1536517","1602425","1653563","23265","92935","1876790","22380","1731062","1755744","1876428","1790770","9649","17178","316592","378472","1679691","1799735","111079","76693","1602425","1653563","142601","117046","1459824","1536517","196285","91294","1215145","1352259","1524438",0,0,40,64458,0,0,64458,"2009",1.131
"382457009","MICHIGAN STATE YOUTH SOCCER ASSOC","EXECUTIVE DI","THOMAS FARO","","","THOMAS","FARO","","POST",2011,1,TRUE,113493,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"N",0,0,0,0,"9","50","1623822","1899779","1698587","1994172","54759","41256","2168965","21902","1835528","2091228","2166284","1811025","-172","3148","386773","449752","1723720","1890327","87305","275957","1698587","1994172","74765","94393","1623822","1899779","250631","358852","1320014","1515464","1591817",0,0,40,88615,0,12809,101424,"2011",1.119
"382463637","INGHAM REGIONAL HEALTHCARE FOUNDATION","PRESIDENT","RICK WRIGHT","","","RICK","WRIGHT","PRE","",2013,1,TRUE,536725,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"E",1,0,0,0,"0","120","1734703","2241892","2018651","2544972","938961","916326","1075725","0","0","0","942987","954717","17734","23052","0","0","383637","554783","571080","388204","2018651","2544972","283948","303080","1734703","2241892","0","0","289649","546328","466444",0,0,20,0,493281,10213,503494,"2013",1.066
"382463637","MCLAREN GREATER LANSING FOUNDATION","PRESIDENT & CEO","THOMAS MEE","","","THOMAS","MEE","","POST",2015,1,TRUE,580592,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"E",1,0,0,0,"0","120","2213897","2405125","2443044","2537175","538833","502424","714025","0","0","0","490525","462182","30526","16644","0","0","524389","415058","-62207","75467","2443044","2537175","229147","132050","2213897","2405125","0","0","490850","482759","220087",0,0,2,0,444035,116923,560958,"2015",1.035
"382467310","PARKVIEW PROPERTY MANAGEMENT CORPORATION","CHAIRMAN & PRESIDENT","DAVID MCEWEN","","","DAVID","MCEWEN","PRE","",2014,1,TRUE,446454,"M","M-M",1,0,0,1,0,1,"M","M",1,0,NA,0,0,0,0,"0","0","6672299","6335388","11351668","12976125","0","0","1350114","0","357605","1350074","1350114","345767","40","-11838","0","0","290150","1687025","55617","-336911","11351668","12976125","4679369","6640737","6672299","6335388","42452","303311","0","0","1620131",0,1,1,0,361179,63611,424790,"2014",1.051
"382467310","PARKVIEW PROPERTY MANAGEMENT CORPORATION","CHAIRMAN & PRESIDENT","JOHN LISTON","","","JOHN","LISTON","","POST",2016,1,TRUE,451988,"M","M-M",1,0,0,0,1,1,"M","M",0,1,NA,0,0,0,0,"0","0","6065468","0","13824852","0","0","0","2015113","0","1280655","1807856","1748567","1280655","-59289","0","0","0","1550575","2076929","-269920","-328362","13824852","0","7759384","0","6065468","0","122265","0","0","0","1987172",0,1,1,0,410473,26653,437126,"2016",1.034
"382468684","Friendship Ministries","Executive Director","NELLA UITVLUGT","","","NELLA","UITVLUGT","PRE","",2013,1,TRUE,28201,"F","F-M",0,1,1,1,0,0,"F","M",0,0,"Q",0,0,0,0,"0","32","718793","797838","734873","813485","178404","147645","268412","22490","0","0","244395","281884","14857","-3523","141286","88822","287763","199046","-5879","45349","734873","813485","16080","15647","718793","797838","108246","152198","0","0","130321",0,0,40,0,22422,4033,26455,"2013",1.066
"382468684","Friendship Ministries","Executive Director","TOM VANWINGERDEN","","","TOM","VANWINGERDEN","","POST",2015,1,TRUE,99106,"M","F-M",0,1,1,0,1,1,"F","M",0,1,"Q",0,0,0,0,"0","35","728339","659332","764776","696638","127415","140265","231389","41286","0","0","231389","241298","22394","17073","167325","179814","292957","268853","-51659","-37464","764776","696638","36437","37306","728339","659332","234641","80407","0","0","157742",0,0,40,0,83002,12753,95755,"2015",1.035
"382527968","HABITAT FOR HUMANITY OF KENT COUNTY INC","EXECUTIVE DIRECTOR","MARY BUIKEMA","","","MARY","BUIKEMA","PRE","",2014,1,TRUE,104304,"F","F-F",0,1,0,1,0,0,"F","F",0,0,"L",0,0,0,0,"87","5108","12791287","11136191","17224315","18227169","4303420","3423113","6370423","587379","2218166","2304300","6012001","6863900","-54131","148080","1991211","2186975","7362534","7552087","-498634","-1540086","17224315","18227169","4433028","7090978","12791287","11136191","171114","163133","823261","126770","6629050",0,0,40,90796,0,8447,99243,"2014",1.051
"382527968","HABITAT FOR HUMANITY OF KENT COUNTY INC","EXECUTIVE DIRECTOR","BRIANNE MCKEE","","","BRIANNE","MCKEE","","POST",2016,1,TRUE,99833,"F","F-F",0,1,0,0,1,0,"F","F",0,0,"L",0,0,0,0,"84","4100","12550318","13340351","19695122","20375771","5566203","4114357","6964376","650094","2139324","1866040","6347665","8145919","21165","111914","2296576","2521226","6919408","6869017","1226511","-521352","19695122","20375771","7144804","7035420","12550318","13340351","103421","370828","1231750","5255","5663477",0,0,40,86238,0,10312,96550,"2016",1.034
"382534222","CHILD & FAMILY SERVICES OF NORTHWESTERN","CEO","JIM SCHERRER","","","JIM","SCHERRER","PRE","",2015,1,TRUE,107014,"M","M-F",1,0,1,1,0,1,"M","F",1,0,"P",0,0,0,0,"176","430","472885","-446301","1767154","1020244","6128648","5567065","5953927","304547","143173","258074","5889239","6325559","0","0","4432367","4151754","6799761","6808425","-474202","-919186","1767154","1020244","1294269","1466545","472885","-446301","192421","91943","0","0","5974121",0,0,50,102861,0,534,103395,"2015",1.035
"382534222","CHILD & FAMILY SERVICES OF NORTHWESTERN","EXECUTIVE DIRECTOR","GINA ARANKI","","","GINA","ARANKI","","POST",2017,1,TRUE,70602,"F","M-F",1,0,1,0,1,0,"M","F",0,0,"P",0,0,0,0,"149","516","-356401","544447","937765","1092299","5259698","1840550","6619873","362365","214472","4626207","6589963","5536070","103","0","3440246","3575984","5446170","5689115","89900","900848","937765","1092299","1294166","547852","-356401","544447","250136","418261","0","0","4830343",0,0,40,59507,0,9643,69150,"2017",1.021
"382560232","CENTRAL STATE COMMUNITY SERVICES","EXEC. DIRECT","JULIE PARRISH","","","JULIE","PARRISH","PRE","",2013,1,TRUE,118896,"F","F-F",0,1,0,1,0,0,"F","F",0,0,"P",0,0,0,0,"503",NA,"2807604","2760995","3831047","3885294","7789059","7999830","9794180","0","1680419","1759404","9794180","9497743","14157","3910","6885648","7244116","9253980","9850068","243763","-55888","3831047","3885294","1023443","1124299","2807604","2760995","1629183","1469375","388141","389401","9071034",0,0,40,111242,0,293,111535,"2013",1.066
"382560232","CENTRAL STATE COMMUNITY SERVICES","EXEC. DIRECT","JULIE COOLEY","","","JULIE","COOLEY","","POST",2015,1,TRUE,115810,"F","F-F",0,1,0,0,1,0,"F","F",0,0,"P",0,0,0,0,"564",NA,"2840572","2587696","4096164","3599351","8086461","8750840","10592814","0","1976674","1819975","10592814","10092617","11845","12964","7470536","8159732","10024053","10853139","68564","-260325","4096164","3599351","1255592","1011655","2840572","2587696","1421255","1277284","391399","0","9957819",0,0,40,111585,0,309,111894,"2015",1.035
"382561225","WARRENCONNER DEVELOPMENT COALITION","PRESIDENT","MAGGIE DESANTIS","","","MAGGIE","DESANTIS","PRE","",2015,1,TRUE,78302,"F","F-F",0,1,0,1,0,0,"F","F",0,0,"S",0,0,0,0,"2","75","-104706","51819","1003347","631192","963042","536902","996143","55039","0","0","970403","1114704","27797","28195","531634","347835","902824","715498","211880","254905","1003347","631192","1108053","579373","-104706","51819","400271","320513","0","23171","521640",0,0,40,75654,0,0,75654,"2015",1.035
"382561225","WARRENCONNER DEVELOPMENT COALITION","PRESIDENT/CEO","DONNA GIVENS","","","DONNA","GIVENS","","POST",2017,1,TRUE,108160,"F","F-F",0,1,0,0,1,0,"F","F",0,0,"S",0,0,0,0,"75","75","278026","616430","813413","769518","1050644","1567289","1623686","59143","0","0","1623686","1170729","208","27975","462811","740204","944522","1285282","226207","338404","813413","769518","535387","153088","278026","616430","496255","157590","12948","7974","975452",0,0,40,105935,0,0,105935,"2017",1.021
"382578829","Love in the Name of Christ of Southeastern Ottawa County","Executive Director","NORMA BERENS","","","NORMA","BERENS","PRE","",2013,1,TRUE,75932,"F","F-F",0,1,0,1,0,0,"F","F",0,0,"X",0,0,0,0,"27","875","2536156","2709006","2548707","2720355","448774","1190229","1211244","61531","747168","0","1211244","1206590","15964","4925","559272","607717","1078187","1055644","128403","155600","2548707","2720355","12551","11349","2536156","2709006","362759","408405","660456","356155","821260",0,0,45,67142,0,4089,71231,"2013",1.066
"382578829","Love in the Name of Christ of Southeastern Ottawa","Executive Director","Lisa Mathews","","","LISA","MATHEWS","","POST",2015,1,TRUE,87975,"F","F-F",0,1,0,0,1,0,"F","F",0,0,"X",0,0,0,0,"31","760","2797088","3105769","2831734","3158183","921697","1406936","2219103","64010","768030","765178","2165242","1750503","-11869","55781","674725","710025","1628780","1842792","121723","322450","2831734","3158183","34646","52414","2797088","3105769","27083","19682","794074","398047","1598257",0,0,45,83300,0,1700,85000,"2015",1.035
"382578873","MOUNT CLEMENS REGIONAL HEALTH CARE FOUNDATION","CEO","MARK O'HALLA","","","MARK","OHALLA","PRE","",2013,1,TRUE,878567,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"E",1,0,0,0,"0","70","8355694","8699485","8950614","9362768","735485","412617","853612","165373","0","0","814000","979519","108825","123396","280634","390724","1129257","864496","-149738","-50496","8950614","9362768","594920","663283","8355694","8699485","274798","61556","0","0","459308",0,0,0.5,0,799228,24944,824172,"2013",1.066
"382578873","Mount Clemens Regional Health Care","CEO","THOMAS BRISSE","","","THOMAS","BRISSE","","POST",2015,1,TRUE,655486,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"E",1,0,0,0,"0","101","7868539","8276274","8284459","8611764","107780","741820","1404077","219156","0","0","1085164","526843","141659","252298","339579","247124","776804","1189774","-249961","-104610","8284459","8611764","415920","335490","7868539","8276274","436354","124825","0","0","943590",0,0,5,0,509422,123898,633320,"2015",1.035
"382592238","CHILD & FAMILY SERVICES OF SOUTHWESTERN","Exec Director","Warren Washington","","","WARREN","WASHINGTON","PRE","",2012,1,TRUE,80731,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"P",0,0,0,0,"255","392","1027092","771727","6163935","6039827","668609","593411","2951340","0","2535159","2340349","2951340","3236810","11550","32765","2583419","2450914","3364784","3203270","-127974","-251930","6163935","6039827","5136843","5268100","1027092","771727","145023","134209","0","0","2628931",0,0,40,68133,0,6137,74270,"2012",1.087
"382592238","CHILD & FAMILY SERVICES OF SOUTHWESTERN","Executive Director","Joseph Goepfrich","","","JOSEPH","GOEPFRICH","","POST",2014,1,TRUE,67668,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"P",0,0,0,0,"228","536","646076","691191","3280155","2910686","406732","287475","2523175","63994","2354924","2221562","2510958","2746362","-3767","-18562","2245173","1869979","2876205","2462605","-129843","48353","3280155","2910686","2634079","2219495","646076","691191","36443","66911","0","0","2022442",0,0,40,53803,0,10581,64384,"2014",1.051
"382595768","MICHIGAN ABILITY PARTNERS","EXECUTIVE DIRECTOR","SUSAN HORNFIELD","","","SUSAN","HORNFIELD","PRE","",2009,1,TRUE,94196,"F","F-F",0,1,0,1,0,0,"F","F",0,0,"P",0,0,0,0,"143","2","523814","402168","3891185","3773250","1207754","1311746","2356160","24638","910099","1031249","2344878","2145941","3547","1854","1358832","1469685","2301884","2466066","-155943","-121188","3891185","3773250","3367371","3371082","523814","402168","121818","85083","488197","539940","2182557",0,0,40,72570,0,10716,83286,"2009",1.131
"382595768","MICHIGAN ABILITY PARTNERS","EXECUTIVE DIRECTOR","JANICE LITTLE","","","JANICE","LITTLE","","POST",2011,1,TRUE,82200,"F","F-F",0,1,0,0,1,0,"F","F",0,0,"P",0,0,0,0,"142","25","246012","216834","3642526","3363914","1194943","1242102","2141998","18017","954367","852255","2109474","2150429","11562","89","1340964","1187120","2307414","2138800","-156985","-29326","3642526","3363914","3396514","3147080","246012","216834","25300","76604","619063","428004","1863412",0,0,40,68908,0,4550,73458,"2011",1.119
"382609624","LAKELAND REGIONAL HEALTH SYSTEM INC","President/ceo","Joseph Wasserman","","","JOSEPH","WASSERMAN","PRE","",2009,1,TRUE,2386015,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"E",1,0,1,0,"0","0","21027326","21196118","21250387","21439179","0","0","42837","0","0","0","42837","27679","42837","0","0","0","17180","10587","10499","32250","21250387","21439179","223061","243061","21027326","21196118","14301","15019","0","0","0",0,0,1,0,2079531,30120,2109651,"2009",1.131
"382609624","LAKELAND REGIONAL HEALTH SYSTEM INC","PRESIDENT & CEO","LOREN HAMEL MD","MD","","LOREN","HAMEL","","POST",2011,1,TRUE,1291183,"M","M-M",1,0,0,0,1,1,"M","M",0,1,"E",1,0,1,0,"0","0","12014028","17997035","21325945","22186365","12274828","16620636","16678040","0","0","0","16678040","12442061","57404","77726","0","0","9049183","746","3392878","16677294","21325945","22186365","9311917","4189330","12014028","17997035","14728","1984","0","0","0",0,0,10,0,1133955,19917,1153872,"2011",1.119
"382615690","ICCF NONPROFIT HOUSING CORPORATION","CEO","JONATHAN BRADFORD","","","JONATHAN","BRADFORD","PRE","",2014,1,TRUE,106591,"M","M-M",1,0,0,1,0,1,"M","M",1,0,"L",0,0,0,0,"46","100","5000","5000","1806481","1668707","0","0","1821509","0","0","1821509","1821509","0","0","0","0","1821509","0","1821509","0","0","1806481","1668707","1801481","1663707","5000","5000","21764","47522","0","0","0",0,0,8,57873,41532,2014,101419,"2014",1.051
